Feature-1,Feature-2,Clusters
-0.3756631664432167,-0.763571560195211,538
-1.4965005102670192,-0.5592062773889661,296
-0.7384265329288809,-0.2953447810476048,240
1.063530529439209,-1.0745277876581867,571
-0.5321067281084558,0.359037844509483,524
2.6145968470173235,0.3140697048757393,747
-1.7352263560552694,-0.37177668931370184,525
-2.7509373856464565,2.85561445644979,172
2.177374660867805,-0.6871677139616352,425
-0.5457926780069167,-0.8834804933519559,152
-0.8836702051335641,0.2432518689854942,606
-1.5217693238885703,2.4221132277732496,793
1.7429401613079893,0.08310630280752569,920
0.8326172214894391,0.3703535539456143,322
1.2495376627142567,-0.040018492877219036,891
1.157356329045045,1.2138737133470423,993
-0.0574821236008653,-0.6327671863516977,906
1.8506720524161326,-0.1474689666503441,920
-0.27190209059248766,-1.0609158891950419,785
-1.195048932944043,-0.438400868680909,378
-0.027432002435205854,0.5074430202540651,993
-0.7339790766617209,-0.5843424181790926,152
-1.7355224267768738,-0.6516190483966804,55
-0.9126721552412507,1.1914687830580812,462
1.9605803285122676,-0.3168932464330856,196
-0.5312063404845461,-0.2955661336111035,538
-2.2314089980193605,0.5388182517437237,299
-0.7576163904643253,0.3034961305306665,378
-0.8794465063517503,-1.1532782964152635,152
-0.9358465945621186,-0.4070321242129459,606
0.4836321282964751,-0.6872304535245117,891
0.8202459760183666,-0.42792508868073775,322
-0.476848230830348,-0.6661948319604518,606
0.05705882030644639,-0.4388484521815702,387
1.0197544661555584,2.3296129114047854,40
0.6853663772774775,0.022306294066336618,922
1.9081068357148294,-1.218208557884322,117
0.31817605496707263,0.12767886528949543,528
0.4013758963474532,2.3076472363685876,639
0.4026442926142986,0.7684424571968134,982
-2.4076237013226387,1.4366508943938237,423
-0.017526436104169645,-0.8112062832430847,762
0.2609678216894328,0.04816848947500496,322
2.149962590936031,-0.6998833003145986,425
-0.4134842737048146,-0.7083599335078019,152
-1.4269422003017875,-0.7818472139575761,152
-0.32523416644372055,-0.3174436441644165,488
0.2750059490739241,-0.8345965572808327,322
-0.9403316020194581,-0.8901129666499281,55
0.08503568126313586,-0.4779025834333449,2
-0.39654349164191927,-0.39524797179367044,779
0.2733331353201586,-0.29105710035099375,930
0.9143261641632277,0.19559520145946746,891
0.0841770319155146,-0.2435356553220927,919
-0.12127078810665651,0.3747462441161882,888
1.447775649597929,-1.0291828447413736,571
0.7009034966847727,0.912321617049142,578
-1.5233154238864748,-0.044272347673474634,953
0.75430542052599,-0.04035805309417467,322
-0.4240253022987149,-0.08935921213611336,240
1.5311748988839469,-1.0642302472149832,571
0.2753555725786257,-0.421691862163224,2
2.7053271539985575,1.0159072015082706,986
0.19263257067689613,-0.41707197774612986,906
0.005552495450508563,-0.5735208451775694,810
-0.9332659129833315,-1.0338726142712311,152
2.5565071507573944,1.6234219287615697,957
-4.040769594490013,0.9116051047057471,142
0.18557825075980247,0.06338671690763219,906
1.7468750017907089,0.4266571605571201,276
-0.9137303895681606,-0.10211434945738582,378
-2.4353522069356544,0.3935126847496712,953
0.3094501639961682,0.21576831741753058,240
-1.69352101071899,0.06123034015627886,953
2.0589977632579397,-0.8783194200738341,920
2.1924837477814023,1.15856045762833,41
0.0008885588622597162,-1.064576738909226,785
-1.5038627415951402,0.26398483004905543,299
1.1888966111264616,1.1988760295854284,816
-0.008582280198636664,-0.5091749149418604,762
1.827804443853814,-0.42597116537214713,891
0.5284431224400901,-0.3446918508618895,323
-0.5759337450411606,1.7315036247638633,197
-3.2038870612399664,0.5960186513105239,423
-1.6518305660006014,0.1853300269004661,713
3.1159118651099282,-0.45813839780437116,45
-0.19383457930656547,1.1428771396839787,524
-2.1869154080151247,0.8010186379864209,249
-1.287765528992531,-0.5253555555946958,152
-0.689902407542408,0.23814479884855597,110
0.4054894606789245,-1.2865293896053733,785
0.8599924617164602,0.06736191147020264,322
1.6144007314315405,0.14174868717283196,584
1.2529380034103603,0.31244925185292266,352
-0.1113916818245077,0.8414779537491102,602
0.23202337366205836,-0.7798672420173709,785
-0.40465732571712043,-0.4302218407102065,240
-1.1676087675107358,0.6102395029782638,796
-1.681269419222812,-0.11431615424866967,55
2.746251144557331,-0.43770781564829236,920
-1.1723918261085786,-0.27369934572748184,80
-0.31956779374917593,-0.39322429005674325,457
-1.055041807968625,-0.7534848063062103,378
-0.311963947660067,0.4033420022649655,862
-1.7271434331951963,0.44019091541976874,822
-0.32905520754873036,-0.7597172213499633,785
-0.7151282929880743,-0.42496755798721103,488
-0.4176405218482513,0.5123055682998637,593
0.6467264799238199,-0.025328102642861224,578
-2.2572714494357493,-0.44439346962246723,55
0.9930194489167777,0.1248443387136318,891
0.7552487582338,0.10607680408307114,891
0.2750733627826248,-0.38334279895372947,322
0.6682505508918278,0.5684875887097225,567
0.8215743561230255,0.43777452613961,747
-1.0859590403817307,-0.7181333900749894,19
-0.23576558891831775,1.8933919343941608,343
-1.5565230407606017,1.4732746282298481,378
1.2193461450112146,0.660594554556869,46
-0.6172034959675704,0.2751323305750565,378
0.19994671460028474,-0.805148221591963,785
0.1718262490154864,-0.7264371016049671,457
0.480166684777688,-0.1557538635352829,387
-0.1613715184629456,-0.4780970038063121,750
-1.8990330380200215,1.375246296953605,950
-0.41826373906033093,-0.8233624854848594,240
-2.139544762954988,-0.3236418168554514,313
-0.6193319845925824,-0.5116420512922919,240
1.2719396583598435,-0.9698176121769675,425
-1.5976768001907686,-0.7938008535463115,296
-0.8836892695174471,0.5398890869652339,950
-0.16242699881864356,-0.7803359721565213,785
-1.3193938927648985,0.5134201326568548,135
1.2014555941538305,0.08764235990617639,196
-0.6090091608348623,-0.8668468367160657,152
-0.3148847551743149,-0.8718773064056272,785
2.2173898245016797,1.6821065761538787,649
-0.5872196085455471,-0.8905333533377003,810
1.6358688612196428,-1.2388472475407137,571
-0.36938301066715507,0.5581633692619774,606
0.34983692904260744,-0.5769849145094468,189
-0.36522361697499245,-1.1883988543187223,785
1.2625702501578073,-0.4985821566695739,387
0.7868571361683936,-1.320266244021692,571
1.094068929859176,-0.47200894852242664,645
-0.9787001591287832,-0.8810474541170031,152
0.49717797674128356,-0.11450639079373716,323
-1.8678742366322902,1.0578663035845395,713
-1.7507927299797565,-0.2576426120689822,296
-1.3874749595338514,-0.45246105768524186,378
-1.166787554405794,0.388171280697228,942
3.355618448757914,0.8040427229638196,936
3.462498262800585,1.0642208840501195,936
0.5176844963257972,0.8700178794199779,779
-1.5393688195509343,-0.4039180517330313,296
-2.208218838206379,-0.048961784259203424,953
0.31632879187966556,-0.834045956285661,578
-0.35652091311007905,-0.29986034415034973,239
0.6779020628242101,0.027647659477065593,578
0.4943524957305344,-0.8975208563360662,785
0.22286322185816976,2.307488483174429,664
0.9306620906638954,1.150924594970132,816
-0.9377223499593915,0.30807312323369135,855
-1.431005600721057,-0.5153374705181102,152
0.4334279736588726,-0.3165402281859893,906
-0.4146781412887592,-0.5537488023168119,488
-0.8755301707060614,-0.4102002825076328,152
1.4889465498536176,-0.16879101373921432,117
-0.7164927985989872,0.25921996196451436,592
-2.6838817988774557,0.8378907268315141,525
-0.18108972784171617,1.1286564187463382,40
1.0437717605111307,-0.8021700036231816,322
-0.7865239336930787,-0.3254485738906943,606
-1.2858849963616685,-0.2466183828928925,592
0.3601120858772398,-0.7073104288998411,483
2.083421518748488,0.7584427243840971,102
-1.8987288187827307,0.02447057017272089,525
-0.4811965077064036,-0.9325185611012146,785
-0.7851441083024183,-0.4641054696447757,378
2.6925450222412723,-0.8326828059883168,483
-0.0952352968844724,-0.339367355449022,606
0.22967983281064516,0.7644972391429441,144
0.5647237393384404,-0.0366575288929971,322
1.6127266519507546,1.1073295179537062,993
1.31417203478418,-0.48239179465221643,595
1.8231336074623212,4.038825026202166,819
0.5298429123814766,-0.8160793884982136,387
2.8257287261541553,1.2903780103049676,41
0.41185826867606046,-0.5988755928914478,785
-0.08008987192305436,-0.67319467437126,906
-0.8145250670310457,1.0662331295295864,950
-1.3300698436650802,-0.1351019374834037,378
-1.2148526057581865,-0.8343308746219673,152
2.3563630981711845,-0.34145372757329384,45
0.44963598302629804,-0.7351312949878012,387
-1.0543542938522268,-0.6795666331214608,152
-0.7891722736268053,-0.8603863318359735,152
-0.7628011757261416,0.5976501127029028,609
-1.010869593549999,-0.14318447481725854,953
0.5105319863952527,0.28676445157010644,750
-0.6361549211706872,-1.1820551214631154,152
0.07349855308242302,0.4002344347555638,820
-0.5592344364766101,-0.9544985281307751,785
-0.020567952688682733,-1.1912788547015645,785
1.3111576839595847,0.09903989219175359,593
-0.3710995769198633,0.36777969479678385,135
0.32413910104518096,-0.8029613090374415,906
-1.1894256984233587,-0.32625213141884063,592
0.28551196149167174,-0.9124266921132478,645
1.0523455106656094,-0.2854957679591707,387
0.7916001748688706,-0.29546538670650774,891
-0.7422978524482129,0.25849936140564167,378
-0.5039696886607543,-0.2801165551254903,762
-0.6077796928477203,-0.5656150417306451,152
-0.8976387712635084,0.8204511898476511,249
1.8652554845163705,0.0022045541060611543,747
0.7918657241740338,-0.06419843497238897,483
1.054902626722885,-0.5287742760149137,196
-0.3010358609685241,-0.42126588628601186,906
0.3486781461750271,0.16283016889530894,906
-0.6875801805086774,0.24062742137221632,862
0.27313113693407953,0.2743545753267249,780
-0.0035990201711258944,0.40052196687235553,400
-0.9148883266835764,-0.14206816457325927,822
-1.173874852763035,0.0231608882478988,930
-1.4919867255668036,1.8860077572996767,172
-1.409863716023462,-0.1628154410094151,296
1.711071794812361,1.083509953386199,567
3.0084996235364394,1.4486639663401064,686
2.571945549378159,0.9641981197123374,43
-0.3758689371239465,0.8688816033637167,135
-0.4183038572346344,1.0868851118460519,135
1.2496937395336012,0.8725415449835113,797
-1.337014611235443,-0.43758606194198174,296
0.6137208417665885,-0.5178790058573867,906
-0.2393284642529156,-1.1739166357066948,785
1.678488571957897,-0.34612282607517497,243
-1.605322480648036,0.1818618681587196,80
1.1165216506549478,-0.37932984280006316,891
1.2028452111856327,-0.7598364151249637,571
0.4217274595238456,0.6947580867458252,110
-0.9671394469179312,-0.05117737855475561,152
-0.6374466918488119,0.25676592671839055,779
0.8494544080840226,-0.43308601676441366,387
-1.162889918417126,0.6081609355742629,400
-1.497732764790425,-0.8122577305725338,822
-1.12340996714258,-0.8074160508644447,796
-3.726024991440451,1.4293750411472124,459
0.5572661554949746,-0.5554203952186074,571
0.6996773407632796,0.7861465769867707,490
-0.28603015688949357,-1.216563511586302,785
-1.6755698189730936,0.1511876322319165,609
-0.5676042106188617,-0.7378541694176627,810
-2.561401154999566,0.3844515190566138,953
-0.07911955499257181,0.5529220330245187,602
-0.5030730855192741,0.3299037664550634,135
-0.4467877875967843,-0.09233441219769906,322
-0.16060696516866926,-0.7713304934245143,538
-1.1176153821842876,-0.3081958571577351,942
0.015379118239234733,-0.5110554839935862,322
-2.317934525782266,1.256070869186689,142
0.8600581968570574,-0.9113831364485512,571
-1.2404631109084363,-0.33653819996262374,606
-0.13991616734143095,0.691126268140529,538
0.8330346810908341,2.4083890992105865,100
1.2591360157904905,2.469149316865747,597
1.0860774451703912,0.7007512060531347,747
-0.22760388442978277,-0.24226998975909406,517
2.3476353763407842,0.31969370933508207,243
1.2558389556854375,0.7512195593352942,831
4.122521449796054,1.631658656137736,685
-1.700845705057691,0.272604263146753,299
-0.41271462761550143,1.2564496714185778,584
0.622121085989982,-0.3625193336909446,891
-1.837771826294966,0.16947791271956836,822
-0.7095437588776277,-0.8343464828662127,606
0.04020445789440095,-0.2921276313798647,2
-0.7360714507124643,-0.3471424371699358,810
1.1642652581585982,-0.11388470338233452,948
-0.6683220441751606,-0.565355853162756,488
0.10124374736111778,-0.13430334493396787,538
1.0593551522402025,0.13711868077408446,46
0.7292879829542797,0.26082562262654924,530
0.6922967597822095,-0.7148111451795445,168
-0.3585929739077296,-0.41029705560313756,810
-0.7542578110451552,-0.42415152886388646,152
-0.05451318656660693,1.6186246305707264,862
-1.5318219862140252,0.2233487547756999,592
1.2234933769931744,0.26592780131134686,982
-1.251506897340107,-0.019141940605421553,841
0.024196815667089273,0.6318737595274091,243
-0.18022603890603459,-1.090243061559571,785
0.2153338550808978,-1.1885078781436758,785
-0.300440195941563,2.298013389668439,586
0.3330454145361913,2.6528764911663307,793
-0.28321015587043263,-0.9189823188860786,785
1.0894551804164458,0.12238122589208046,982
0.3186805334888904,-0.6129279580325279,891
-0.6242582066056176,-0.8430707625201904,152
0.6094084280816588,0.704236118246925,688
-0.641925586376395,-0.31553678068734986,152
-0.5431003533819214,-1.103998669662904,152
0.1465319124068883,-0.5643755951122231,387
-2.1779296253620677,0.7283341930981567,822
1.2964874207372583,2.319229926067131,317
-0.9538609724262486,-0.5199345795812927,538
0.7748628344532811,-0.7999819837234823,645
-0.7912402625670787,-0.7613428918577637,152
1.8876137064959724,-0.976266515266934,387
0.48151324821106,-0.7116007762666904,919
0.3979188267415837,-1.145658578291616,19
0.5956956012818139,-0.06307666920818485,906
-1.6487792899539642,-0.08588578948900825,953
-0.7158028258223526,-1.1757223349680535,810
-1.0835952441984917,-0.6014374996784483,152
1.6044174731115266,1.093469417258848,155
-1.4813328625147373,1.3413041934931236,299
-0.3004727647754235,-0.764835840053923,785
1.8173773392848624,-0.668238260657696,920
1.5809478448818333,-0.34674464828472423,425
0.38753185173531635,1.3689329584922358,862
-0.38151817263758264,-0.23134452438295044,590
-0.713409859218456,0.23344545321637986,592
2.1967145480312356,0.9704581218569704,986
-1.4969949115426457,-0.6517178463044039,296
-0.5898264215794821,0.34111487883215047,524
-1.6709815955293728,0.4736776880696472,953
-0.49896128184903815,-0.6256755952895637,762
1.078938020312286,-0.4329527168322418,919
2.5452712304733858,0.21646114767056132,920
-0.06110317963351606,-0.17389869988383175,168
-0.7238832405096219,-0.4085493895390357,762
-0.3688480489132802,-0.7001164522176568,488
-1.0964433795849544,-0.2009324700344002,592
1.7370001816042013,0.22867602652705482,196
1.4474749964644755,-1.255940701293119,117
-0.7134833731111552,0.4038280204066433,888
0.4276621043479022,-0.06693526358794563,322
-1.0153163874631923,-0.9775428409892958,152
0.11693958490416019,-1.196879794095383,785
0.6488891818624857,-0.2998106394542248,906
-1.6024090006294325,0.0795293283470284,299
1.6364683034765992,1.091525251639944,530
0.2217868227917309,-0.012022530060784634,240
-1.0634232467027225,-0.11514713458901543,810
0.8505926915589366,-0.06621773495323255,258
-3.6353151079532733,1.652020784818778,965
-0.7428780435907769,-0.5552165684454599,152
-0.9021842646986579,-0.6022095973484001,152
2.116782761012165,-0.5514259117261903,425
0.9654667095866641,-0.7863448309529142,387
-0.8866619354878779,0.06981520815371146,538
-0.9274088986675474,-0.36499313571854086,19
-0.23900141810149508,0.8864233829880173,922
-1.3690067199288094,-0.3231173971869706,953
-0.35396271442871,-1.064596525718539,785
-0.3068907201619995,-0.7353674286749167,906
-1.292229091226954,0.526478877184443,249
0.44524718653612294,-0.38612753531038885,322
-1.712481175170614,-0.18069285617195335,953
0.3718523137740819,-1.0007128897106954,785
-0.36296313246446305,-0.6573029914337829,19
-0.7608853008354394,-0.21132535714612727,152
0.5664735581280003,0.07014694997510904,322
-0.7629862252552314,0.056851904938130894,299
1.2113784238585021,0.07527345710091021,322
-0.0972321392940889,-0.33499803007454976,471
-0.18790136035585442,-0.3722608285155597,457
-1.71955173712718,0.036130743662481445,822
0.48285425246886277,0.6562018969410712,487
-1.540407461429094,0.2121383069889393,942
-1.1942813076710197,1.8116993642043016,487
-0.09708313919333934,-0.8576139652521642,2
2.2325444309042397,0.9921894934162466,957
-2.0248313699898124,0.14389870516376096,525
1.762347205097681,0.046502368300682925,688
0.40487753042593827,-0.7826541061891329,785
-0.10787685364648689,-0.30077096416035576,762
-0.6500985267754004,-0.3857913865435421,488
0.16409770754441966,-0.7561041421913162,906
-4.08101360160644,0.7998041574767698,461
-2.012542623268787,0.2182965802476262,822
2.958028877328961,0.1046345951005802,936
-1.0804092681094846,-0.16507311905739722,538
0.20144550445214782,-0.8535765252233665,785
0.14420946092030199,1.0279081177565947,400
-1.459510077056846,-0.8571129095571653,296
-0.4108210391365444,0.24144160699303865,930
-1.0037318364040755,-0.559399587084932,152
0.35772722437644977,0.13993801776049775,891
0.748028227519809,-0.7815892193078205,891
0.7391590294837291,0.1359850094556176,46
0.5208391426008565,-0.9195366304579533,571
1.0944686485694184,-0.13482356119318242,46
0.4591011029481146,-0.5776430253956109,322
-0.5494721140298063,-0.054400442007492604,602
-4.263409606830225,1.3652140358747318,459
0.13015303189298882,1.287424154733665,101
0.24166842057622354,-0.42977070949828045,378
1.143233882019085,0.5713876837143822,490
2.142625336379753,1.3946239546764752,547
0.9414452713471104,0.25539893540615527,688
-2.3259033291213265,0.19010036382606654,461
-0.589114379308112,-0.7866373852087372,488
0.585818136485442,1.5938682558852353,664
-0.05825852388436975,-0.4213151013038145,592
0.7280438420897644,1.9819769659144817,993
0.5187374099988235,0.39329726898318174,322
-1.1585860735881741,0.2974910000766951,592
-1.2561339352190195,0.2764388868558796,593
2.5823837099777087,-0.2237257379327947,920
0.4567590986129898,-0.6800424493105263,645
-0.5897729909518195,-0.8180753682986426,152
-0.5618057122638175,0.45383457802513816,950
0.018378108292437394,0.33496653084530836,126
0.254523108885576,-0.8749928252799326,240
-1.3460889774714517,1.2751530872824703,299
-0.6798527460575416,0.31883088105821317,606
-0.7944551565150983,-0.768309692154282,152
-0.5430809281938804,-0.1444323589214504,538
-0.12144419584999996,-0.012434809400099969,343
-1.103357779708423,-0.24758869877811338,953
-0.08509314686181368,-1.0385998605365463,785
-1.6857654403236115,-0.6034601222616078,296
0.19887377714426982,-1.0896352443421067,387
-0.24284300093991773,0.726747345003379,343
-0.800039309468029,-0.8751394491987523,538
0.2523153572602475,-0.5606714340485794,785
1.157331511435041,-0.09565787675091145,797
0.3775092201200517,-0.5621554447130188,930
0.29569209222908777,-0.7974886915934051,930
1.3244076293504385,0.5441842472848322,578
0.12992332482901608,-1.196353031544104,785
-0.315059243251681,-0.8302550832584626,645
-1.0701867629512525,-0.3740924740508568,152
1.5149053554075969,0.36977824694310935,196
-0.713535778109119,0.45444579772875227,602
0.47901076582558927,-0.4591021395695438,906
0.2421166386844178,-0.9259124359087337,785
-0.12952637636457778,-0.5310814755218333,538
1.2604115378858958,1.9785530190389926,43
0.8745683139508216,1.1865660662277897,530
-0.6979331034344525,-0.8667472915731002,240
-0.5421541001899318,-0.9893011684893203,55
1.0116566863306844,-0.5211817992934081,571
-1.0432877419831852,0.04484429185642527,80
0.8074049662007489,1.4395469406027421,820
0.012585410996312637,-0.33601678599441015,538
-1.090330687352719,-0.7386372149217142,2
-0.7839515479949144,-0.5445386162142257,606
-2.2323148543269413,0.6832030491786935,525
-0.5031680160127124,1.0697904518764378,313
-0.36019491359763206,-0.9321034582693608,785
-0.4123256794606709,-0.20207420484634517,762
-1.4109101899419605,0.4917447844865766,841
1.801161350782968,-0.6686525178664218,425
-0.5190725763085747,-0.13456810892607454,471
-0.6194919311504367,0.23036267768675764,796
0.47216987828130597,2.0917429556503255,40
-0.6278754301023155,-0.9908487006662341,240
-1.0185096440003016,0.2134159611305296,796
2.180761875428332,-0.8668192379929013,117
1.2964186712324806,-0.3554507862100177,387
-0.0656852723143124,-0.8704973966322918,785
-2.3320387525486788,-0.4870931704201901,525
3.208767648631544,0.5918885654502727,936
0.6029348072840742,0.8941358740788279,155
0.039172333554457116,-1.0463096826427791,785
0.29434203945386017,0.0297704290843415,144
0.3213668988194022,-0.18584117244349893,578
1.4416272814836233,-0.8750863676951988,387
-0.741228057436388,-0.7977821728322613,152
1.0931796496932105,0.10057729999288108,46
-0.7129917407018453,-0.7826591848035194,152
-0.07773936848453177,1.799544286147318,816
-0.6528541383177533,-0.738003950398227,152
1.0028483930603869,-0.27790323160402935,387
-0.7657947979190086,-0.35449647598593553,538
1.6774212716089194,0.5735155602527998,993
-0.9241169557924289,-0.95592367681089,152
-1.274963383404831,-0.19837016501788626,152
0.07890491219375328,-1.0459729845880101,930
1.6010827811993777,-0.68469869742965,425
1.7938218390725806,2.703380482191842,194
-1.0468938183075922,-0.5055745523016765,606
0.0483337232237057,-0.589433544182139,762
0.30721923352378955,1.7174379523631371,688
-1.0668411481624223,-0.19203979778353522,592
1.5560975941720887,5.35766322494373,136
-0.07021539771071388,0.03254150400178541,457
3.1556059218571666,0.7838274359799892,398
4.155586699309115,-0.2998075800083911,200
-2.704230746767711,2.7129589136622725,142
-1.1008149760712782,0.985459522820533,343
0.3508446486837001,-1.19568934951277,785
0.11893585439283512,-0.7987959038532277,785
-2.11892647155015,-0.03875260293790568,296
2.1484559623472523,0.5522222172846026,46
-0.3113025298166332,0.11753168914060241,606
0.57546702593041,0.8621473088726725,322
1.4014014277147948,-0.5113649224716739,571
0.10965510982211824,-1.0854462152850168,785
0.05296011028540025,-0.4474450941125622,785
2.0139974380944237,0.28427094958260524,144
0.679988828624548,2.149429191030203,197
2.7186437953115092,-0.4539551197572331,920
2.56149360081844,1.5169059218616816,831
-0.3845481530915169,-0.41596917523701477,322
-1.226252297143507,4.472942835847581,886
-0.1415539012788378,-1.1207056967568314,785
0.8102160128363229,-0.41553613745557916,645
-0.3530633872732807,-1.2705256667149514,785
-2.389335262062816,-0.23644869983497666,296
-0.7471181636463416,0.10576753434897339,942
-0.11985503135383298,-0.8102100596495262,785
-0.18611928838650466,-0.10689855328283954,645
-3.316920928939389,0.5310375450615661,824
-1.3342783304418242,-0.41626080017278316,152
0.32369042711460017,0.4457746821742274,990
-2.655633138121791,2.8628557229692233,411
-0.7063877495093641,0.0011930773367926457,762
2.738962486270383,0.18886110363085296,747
0.44559222757255623,-1.2535630962102897,785
1.6728140178319162,0.012193485753194134,891
-0.28096915447594917,-0.9121807401290178,538
1.5677757685632676,-0.7680556134693273,117
-0.37705094463516264,-0.9333104200206834,785
-1.179017588951253,0.25335993158138037,249
-1.8932187211234246,-0.07196602181924304,713
-0.129190679904904,3.601987888740179,136
-1.4016141783951408,-0.9773057914636101,296
-0.01966673140169952,-0.8267878499367283,645
-0.8110563288971082,-0.6521851838944961,152
-0.29676195342405554,-0.9273292624284619,785
0.012615873162810246,0.13588596107233528,906
-0.6890825377679684,-0.578801929226574,152
1.278260704441565,-0.41870578647185014,46
1.1981417646600354,1.4385318811788215,982
-1.2805442948785974,-0.6055898592266438,152
-1.689549942817324,-0.7924126698373348,296
0.41647270898210476,0.19154184714431252,891
-0.7452518177505615,0.2520973767741048,592
0.2672354833488357,-0.15960338607446914,750
5.346168572194978,2.222559318277678,617
0.6347577562148435,-0.1627509813788196,645
1.358538197195873,0.8857458107830468,258
0.05067718729512534,-1.193567785702056,785
0.1608418188145627,-0.6526780495592649,785
1.1163573170992698,-0.02637789948000125,835
-0.5599116778693344,-0.8141877666015247,471
0.38093195925248396,-0.9699369369286523,645
-1.7116051089175697,0.7895227451183211,313
-0.45508378064748745,-0.3921932383628391,606
-0.04342342208023525,0.8026996351599316,276
1.7275037487228322,0.9726824106683645,835
-1.2078678156403209,1.6272712513468195,993
0.15168254714485402,-1.17974712379841,240
-0.5023514027799838,-0.24134851536519109,592
-0.25844971357929436,-1.1875539817883738,785
-1.4679758404820096,0.5095006931562001,609
-1.4723671274074945,-0.38350647083207917,796
-0.6107548349140172,1.5117802240527818,15
1.7832198601510405,0.41082871195799314,243
1.4324382402616653,-0.028227160129492557,422
0.8201042468807896,1.6215273114117015,993
0.3670030684834706,-0.7823170428246614,322
-1.531900475358371,0.11008733725626453,942
-0.2916092263798497,0.893502110007978,343
1.7809854921316488,-0.5697370185751401,387
-1.162936235908723,0.001348985927672717,942
-0.12937477843187228,-0.843331276301624,785
-1.3246169216821686,-0.4759554418950446,2
0.7550389187885819,-1.1822490857782864,578
0.7735295199123338,0.029026290953275663,322
0.25955142568776707,0.08447961514517012,144
3.290137872459939,0.17775010466394786,936
0.1228411509451193,-0.9781133219064967,785
0.16910284257230102,-0.9800206563689056,785
-1.215902886922575,0.6060200786155444,609
-0.26520265061907505,-1.0939747161855422,785
-0.00020910739949746374,-0.9800928354773326,785
-1.076144937113958,-0.28050634636945987,313
0.676483777159968,-0.034862721782822216,982
3.4403448238683634,-0.6234159952416988,936
0.08265947630432977,-1.208496595791322,785
-1.386653445109216,-0.1904687640982339,249
0.7188413372467853,-0.9262258725784545,387
1.511888737809219,-0.7033794042105814,425
-0.31412371819230717,-0.5413393502208119,2
-0.6511426226690828,-0.7868193308611207,152
0.8671018200793864,0.7991342384847866,816
-1.062527226714855,-0.8993245125544399,152
-0.21142253842896022,-0.9189277502017802,762
-1.8455942476961127,0.2535450035017784,525
-0.10651127282937117,1.0447396836273248,856
0.1608294937216847,0.4724065983295103,400
0.2948493182290819,-0.48113563035447593,322
-0.9584912176476231,-0.49908316333224884,152
1.1886253049392304,0.00448459199658804,530
1.0616354971256923,0.14552263323826267,528
0.4919695464950444,-0.5651755118942532,906
0.4118168847815146,-0.963778297182637,785
